pl_hostname|pl_letter|pl_orbper|pl_tranmid|pl_trandur|st_teff|st_rad|st_mass|st_j|ra|dec|pl_rade|pl_radeerr1|pl_radeerr2|pl_ratdor|pl_rvamp|pl_masse|pl_masseerr1|pl_masseerr2|pl_ratror|pl_imppar|st_dist|st_disterr1|st_disterr2|pl_tranflag
MOA 2009-BLG-387L|b|1982.00000000|||||0.19||268.461625|-33.990333||||||813.64480|1318.99450|-502.17140|||5690.00|2180.00|-2190.00|0
Kepler-421|b|704.19840000|2455325.767400|0.6579000|5308.00|0.76|0.79|12.009|283.256822|45.087776|4.160|0.190|-0.160|346.000000|||||0.05008|0.2100|320.00|20.00|-20.00|1
Kepler-423|b|2.68432850|2454966.354810|0.1134000|5560.00|0.95|0.85|13.142|292.855742|46.391178|13.361|0.583|-0.583|8.106000|96.700|189.10100|25.74300|-25.74300|0.12599|0.3006|725.00|75.00|-75.00|1
Kepler-424|b|3.31186440|2454964.742700||5460.00|0.94|1.01|12.905|298.624890|48.577454|9.980|0.900|-0.670||140.000|327.35000|41.32000|-41.32000|0.09610|0.9340||||1
Kepler-425|b|3.79701816|2454966.508785|0.0980000|5170.00|0.86|0.93|13.376|290.358009|40.567738|10.962|0.247|-0.247|11.600000|34.000|79.45000|25.43000|-25.43000|0.11680|0.6020|650.00|20.00|-20.00|1
Kepler-426|b|3.21751883|2454966.631964|0.0913000|5725.00|0.92|0.91|13.624|289.434628|49.473400|12.220|0.340|-0.340|9.670000|50.000|108.06000|25.43000|-25.43000|0.12210|0.7180|880.00|30.00|-30.00|1
Kepler-427|b|10.29099400|2454970.022070|0.1786000|5800.00|1.35|0.96|13.161|288.254580|43.704868|13.790|2.350|-2.350|14.200000|29.800|92.17000|28.60000|-28.60000|0.09130|0.0900|1100.00|150.00|-150.00|1
KIC 10001893|b|0.21970000|||27500.00|||16.363|287.389188|46.984489||||||||||||||0
KIC 10001893|d|0.81161000|||27500.00|||16.363|287.389188|46.984489||||||||||||||0
Kepler-430|b|35.96800000|||5884.00|1.49|1.17|12.743|292.808636|49.579445|3.250||||||||0.02003|||||1
Kepler-430|c|110.97900000|||5884.00|1.49|1.17|12.743|292.808636|49.579445|1.750||||||||0.01080|||||1
Kepler-431|b|6.80300000|||6004.00|1.09|1.07|10.945|281.112335|43.227789|0.764||||||||0.00640|||||1
Kepler-431|d|11.92200000|||6004.00|1.09|1.07|10.945|281.112335|43.227789|1.110||||||||0.00930|||||1
Kepler-432|b|52.50112900|2455949.537400||4995.00|4.06|1.32|10.684|293.282206|48.285900|12.834|0.404|-0.437||286.800|1719.46030|101.70560|-57.20940|0.02914|0.5030|870.00|20.00|-20.00|1
Kepler-433|b|5.33408384|2454964.981520|0.2574000|6360.00|2.26|1.46|13.201|297.593651|40.977268|16.250|1.790|-1.790|6.440000|259.000|896.24000|165.26000|-165.26000|0.06590|0.0820|1870.00|210.00|-210.00|1
Kepler-435|b|8.60015360|2455010.642410|0.3751000|6161.00|3.21|1.54|12.593|292.287328|43.197281|22.310|2.020|-2.020|6.350000|64.000|266.97000|47.67000|-47.67000|0.06384|0.4480|2070.00|200.00|-200.00|1
Kepler-437|b|66.65062000|2455670.687600|0.2329000|4551.00|0.68|0.71|12.564|297.347393|44.026947|2.140|0.220|-0.170|91.000000|||||0.02790|0.5600|417.00|24.00|-21.00|1
Kepler-438|b|35.23319000|2455673.030700|0.1450000|3748.00|0.52|0.54|12.130|281.645806|41.951092|1.120|0.160|-0.170|73.000000|||||0.02000|0.9000|145.00|20.00|-23.00|1
Kepler-440|b|101.11141000|2455756.298600|0.3313000|4134.00|0.56|0.57|12.960|285.349952|41.452206|1.860|0.240|-0.190|99.000000|||||0.03038|0.0900|261.00|16.00|-46.00|1
Kepler-441|b|207.24820000|2455667.776400|0.2521000|4340.00|0.55|0.57|13.040|284.566904|49.012546|1.640|0.220|-0.240|260.000000|||||0.02800|0.2500|284.00|28.00|-48.00|1
Kepler-443|b|177.66930000|2455630.246000|0.3729000|4723.00|0.71|0.74|14.365|288.610544|49.968632|2.330|0.190|-0.220|151.000000|||||0.03040|0.2600|779.00|45.00|-38.00|1
Kepler-444|b|3.60010530|2454966.259900||5046.00|0.75|0.76|7.244|289.752289|41.634605|0.403|0.016|-0.014|11.951000|||||0.00491|0.4000|35.70|1.10|-1.10|1
Kepler-444|c|4.54588410|2454964.522000||5046.00|0.75|0.76|7.244|289.752289|41.634605|0.497|0.021|-0.017|13.961000|||||0.00605|0.4200|35.70|1.10|-1.10|1
Kepler-444|f|9.74048600|2454967.879100||5046.00|0.75|0.76|7.244|289.752289|41.634605|0.741|0.041|-0.040|23.205000|||||0.00903|0.7900|35.70|1.10|-1.10|1
Kepler-445|b|2.98415100|2454966.119400|0.0429000|3157.00|0.21|0.18|13.542|298.736067|46.498552|1.580|0.230|-0.230|21.940000|7.000||||0.06760|0.0010|90.00|||1
Kepler-445|d|8.15275000|2454836.751223|0.0578000|3157.00|0.21|0.18|13.542|298.736067|46.498552|1.250|0.190|-0.190|42.950000|3.000||||0.05330|0.0110|90.00|||1
Kepler-446|d|5.14892100|2454966.319600|0.0368000|3359.00|0.24|0.22|13.591|282.250207|44.921102|1.350|0.220|-0.220|31.600000|4.000||||0.05190|0.7050|120.00|||1
Kepler-447|b|7.79430132|2454970.259778|0.0473000|5493.00|1.05|1.00|11.211|285.268586|48.560013|18.490|6.610|-6.280|20.410000|141.000|435.41000|152.55000|-146.20000|0.16500|1.0760||||1
KOI-12|b|17.85523330|2454979.595990|0.2828333|6820.00|1.63|1.45|10.461|297.453731|41.010991|16.029|1.457|-1.457|20.000000|800.000|3178.30000|||0.09049|0.3629|426.00|40.00|-40.00|1
Lupus-TR-3|b|3.91405000|2453887.081800||5000.00|0.82|0.87|16.211|232.577571|-42.979908|9.976|0.785|-0.785|||257.43100|57.20700|-57.20700|||2000.00|||1
HD 88133|b|3.41587000|||5494.00|1.93|1.20|6.599|152.531982|18.186871|||||36.100||||||74.46|5.92|-7.04|0
HD 89744|b|256.78000000||||||4.855|155.544006|41.229530|||||271.600||||||38.99|1.04|-1.09|0
HD 90156|b|49.77000000|||5599.00||0.84|5.685|155.980316|-29.645529|||||3.690||||||22.09|0.36|-0.37|0
HD 93083|b|143.58000000||||||6.694|161.087143|-33.577023|||||18.300||||||28.90|0.81|-0.86|0
HD 95086|b||||||1.60|6.906|164.262589|-68.667343||||||1589.00000|636.00000|-636.00000|||91.57|4.62|-5.14|0
HD 95127|b|482.00000000|||4218.00|20.00|1.20|5.855|164.896194|43.814465|||||116.000||||||332.00|110.00|-110.00|0
HD 96063|b|361.10000000||||||6.607|166.185226|-2.513218|||||25.900||||||132.80|16.39|-21.76|0
HD 96167|b|498.90000000|||5770.00|1.86|1.31|6.926|166.312790|-10.291301|||||20.800||||||84.03|8.22|-10.22|0
HD 97658|b|9.49030000|2456523.125400|0.1187000|5170.00|0.74|0.77|6.203|168.638184|25.710384|2.247|0.098|-0.095||2.730|7.55000|0.83000|-0.79000|0.02780|0.3500|21.30|0.43|-0.45|1
HD 98219|b|436.90000000||||||6.420|169.448135|-23.975414|||||41.200||||||150.38|18.62|-24.75|0
HD 99109|b|439.30000000|||5272.00||0.93|7.626|171.072327|-1.529076|||||14.100||||||60.46|4.44|-5.20|0
HD 99492|b|17.05400000|||4740.00|0.96|0.83|5.852|171.692825|3.006328|||||||||||17.99|1.01|-1.14|0
HD 99706|b|868.00000000||||||5.918|172.125885|43.966579|||||22.400||||||130.89|13.24|-16.60|0
HD 100546|b||||10500.00||2.40|6.425|173.356003|-70.194786|77.342|30.264|-32.506||||||||97.00|4.00|-4.00|0
HD 100655|b|157.57000000||||||5.039|173.765640|20.441545|||||35.200||||||140.85|15.06|-19.16|0
HD 100777|b|383.70000000|||5582.00||1.01|7.152|173.964676|-4.755697|||||34.900||||||52.80|3.00|-3.38|0
HD 101930|b|70.46000000||||||6.645|175.875458|-58.006886|||||18.100||||||30.50|0.87|-0.92|0
HD 102117|b|20.81330000||||||6.224|176.210251|-58.703709|||||11.980||||||42.00|1.41|-1.52|0
HD 102195|b|4.11377500||||||6.629|176.426224|2.821483|||||63.000||||||28.98|0.94|-1.01|0
HD 102272|b|127.58000000||||||6.895|176.598068|14.123986|||||155.500||||||164.20|||0
HD 102329|b|778.10000000||||||6.049|176.694351|3.474293|||||84.800||||||138.50|17.44|-23.31|0
HD 102956|b|6.49500000|||5054.00|4.40|1.68|6.214|177.843796|57.640736||||3.953000|73.700||||||121.07|12.37|-15.55|0
HD 103197|b|47.84000000|||5303.00||0.90|7.916|178.220749|-50.292824|||||5.900||||||49.33|3.34|-3.86|0
HD 103720|b|4.55570000|||5017.00|0.73|0.79|7.838|179.171600|-2.778953|||||89.000||||||41.60|||0
HD 104067|b|55.80600000||||||6.212|179.791702|-20.353781|||||11.560||||||20.82|0.44|-0.46|0
HD 104985|b|199.50500000||||||4.112|181.312988|76.905731|||||166.800||||||102.04|5.14|-5.72|0
HD 106270|b|2890.00000000||||||6.249|183.405350|-9.513381|||||142.100||||||87.87|7.23|-8.65|0
BD-08 2823|b|5.60000000|||4746.00||0.74|7.960|150.198837|-9.516680|||||6.500||||||42.09|2.67|-3.06|0
BD-08 2823|c|237.60000000|||4746.00||0.74|7.960|150.198837|-9.516680|||||13.400||||||42.09|2.67|-3.06|0
BD-06 1339|b|3.87280000|||4324.00||0.70|7.128|88.251183|-5.994844|||||4.400||||||20.10|0.65|-0.69|0
BD+14 4559|b|268.94000000|||5008.00|0.95|0.86|7.882|318.399963|14.689387|||||55.210||||||50.03|3.73|-4.38|0
BD+15 2940|b|137.48000000|||4796.00|14.70|1.10|7.154|240.095566|15.546930|||||42.700||||||175.44|||0
BD+20 274|b|578.20000000|||4296.00|17.30|0.80|7.003|25.920324|21.005314|||||121.400|||||||||0
BD+20 2457|b|379.63000000|||4137.00|49.00|2.80|7.299|154.186910|19.891409|||||322.350|||||||||0
HD 164595|b|40.00000000|||5790.00||0.99|5.864|270.162048|29.571922|||||3.050||||||28.93|0.60|-0.62|0
HAT-P-57|b|2.46529500|2455113.481270|0.1457800|7500.00|1.50|1.47|9.670|274.743421|10.597294|15.838|0.605|-0.605|5.825000|215.200|587.98550|||0.09680|0.1770|303.00|13.00|-13.00|1
HAT-P-50|b|3.12201090|2456285.909930|0.1531000|6280.00|1.70|1.27|10.816|118.063411|12.139410|14.437|0.717|-0.717|5.680000|161.300|429.07050|23.20159|-23.20159|0.07820|0.6290|497.00|21.00|-21.00|1
HAT-P-51|b|4.21802780|2456194.122040|0.1403000|5449.00|1.04|0.98|12.039|21.065190|32.810764|14.493|0.605|-0.605|10.480000|39.500|98.20947|5.72094|-5.72094|0.12780|0.2770|470.00|16.00|-16.00|1
HAT-P-52|b|2.75359530|2455852.103260|0.1003000|5131.00|0.89|0.89|12.195|42.721679|29.022396|11.310|0.807|-0.807|8.890000|128.400|259.98494|9.21707|-9.21707|0.11610|0.4610|385.00|21.00|-21.00|1
HAT-P-53|b|1.96162410|2455829.447810|0.1164000|5956.00|1.21|1.09|12.468|21.871105|38.968147|14.773|1.020|-1.020|5.610000|226.800|471.65972|17.79848|-17.79848|0.11200|0.3800|719.00|43.00|-43.00|1
HD 1461|c|13.50520000|||5765.00||1.02|5.329|4.674448|-8.053001|||||1.490||||||23.44|0.46|-0.48|0
HD 204313|c|34.90500000|||5776.00||1.02|6.812|322.050873|-21.726255|||||3.420||||||47.30|2.26|-2.50|0
HATS-13|b|3.04404990|2456340.317050|0.1097800|5523.00|0.89|0.96|12.439|316.961465|-26.096655|13.585|0.392|-0.392|9.820000|78.000|172.58169|22.88376|-22.88376|0.14020|0.2490|476.00|12.00|-12.00|1
HATS-14|b|2.76676410|2456408.764620|0.1100900|5346.00|0.93|0.97|12.518|313.215479|-25.687334|11.646|0.359|-0.247|8.800000|158.000|340.39593|22.24810|-22.24810|0.11450|0.1800|513.00|14.00|-14.00|1
OGLE 2012-BLG-0563L|b||||||0.34||271.490500|-27.712000||||||123.00000|44.00000|-73.00000|||1300.00|600.00|-800.00|0
HD 175607|b|29.01000000|||5392.00|0.70|0.71|7.280|285.272858|-66.192680|||||2.370||||||45.27|2.07|-2.07|0
HD 219134|f|22.80500000|||4913.00|0.77|0.79|3.981|348.320740|57.168354|||||2.300||||||6.55|0.01|-0.01|0
HD 219134|g|94.20000000|||4913.00|0.77|0.79|3.981|348.320740|57.168354|||||1.800||||||6.55|0.01|-0.01|0
HD 219134|h|2247.00000000|||4913.00|0.77|0.79|3.981|348.320740|57.168354|||||6.100||||||6.55|0.01|-0.01|0
Kepler-214|b|15.66054400|2454979.348950|0.2919000|6169.00|1.35||12.941|284.754851|44.956032|2.610|0.490|-0.490|||||||0.0300||||1
Kepler-214|c|28.77980000|2455026.304470|0.3251000|6169.00|1.35||12.941|284.754851|44.956032|2.130|0.400|-0.400|||||||0.2800||||1
Kepler-215|b|9.36067200|2455004.967190|0.1265000|5739.00|1.03|0.77|12.417|294.973509|45.213688|1.620|0.400|-0.400|||||||0.5800||||1
Kepler-215|c|14.66710800|2454978.423810|0.1606000|5739.00|1.03|0.77|12.417|294.973509|45.213688|1.770|0.420|-0.420|||||||0.8500||||1
Kepler-215|d|30.86442300|2455005.933090|0.1133000|5739.00|1.03|0.77|12.417|294.973509|45.213688|2.390|0.550|-0.550|||||||0.1500||||1
Kepler-215|e|68.16101000|2455020.032470|0.2356000|5739.00|1.03|0.77|12.417|294.973509|45.213688|1.750|0.410|-0.410|||||||0.2800||||1
MOA-bin-1L|b||||||0.75||261.792500|-29.793972||||||1175.90000|667.40000|-667.40000|||5100.00|1200.00|-1900.00|0
NGC 2682 YBP 1514|b|5.11800000|||5725.00|0.89|0.96|13.474|132.753193|11.886530|||||52.290|||||||||0
NN Ser|d|2883.50000000|||57000.00||0.54|16.907|238.233879|12.912411||||||731.00000|158.90000|-158.90000|||500.00|||0
OGLE 2005-BLG-390L|b|3285.00000000|||||0.22||268.579958|-30.377306||||||5.50000|5.50000|-2.70000|||6600.00|1000.00|-1000.00|0
OGLE 2007-BLG-368L|b||||||0.64||269.108167|-32.237417||||||20.00000|7.00000|-8.00000|||5900.00|900.00|-1400.00|0
OGLE 2011-BLG-265L|b||||||0.21||269.448833|-27.394528||||||279.68000|85.81000|-57.21000|||4380.00|510.00|-450.00|0
OGLE 2012-BLG-358L|b||||||0.02||265.694875|-24.261000||||||587.96000|60.39000|-60.39000|||1760.00|130.00|-130.00|0
OGLE 2013-BLG-341L B|b||||||0.15||268.031208|-29.846111||||||2.32000|0.27000|-0.27000|||1161.00|93.00|-93.00|0
OGLE-TR-10|b|3.10127800|||5950.00|1.17|1.14||267.867708|-29.876361|14.011|1.569|-1.345|||197.04600|44.49400|-44.49400||||||1
OGLE-TR-182|b|3.97910000|2454270.572000||5924.00|1.14|1.14|15.453|167.327963|-61.095257|12.666|2.690|-0.897|||320.99500|47.67200|-47.67200||||||1
PH1|b|138.31700000|2455074.490000||6407.00|1.73|1.53|12.714|298.215108|39.955104|6.180|0.170|-0.170|22.143500||169.00000|||0.03268||1000.00|||1
POTS-1|b|3.16062960|2454231.654880||4400.00|0.59|0.69|15.171|203.608877|-66.581116|10.548|0.404|-0.527||407.000|734.16000|244.72000|-244.72000|0.16432|0.4590|1200.00|600.00|-600.00|1
PSR B1257+12|d|98.21140000|||||||195.014903|12.682353||||||3.90000|0.20000|-0.20000|||600.00|100.00|-100.00|0
Pr0201|b|4.42640000|||6174.00|1.17|1.23|9.463|130.432596|20.226891|||||58.100|||||||||0
Qatar-2|b|1.33711647|2455624.267096||4645.00|0.78|0.74|11.350|207.655866|-6.804028|14.056|0.146|-0.146||558.700|792.63500|17.16200|-17.16200|0.16590|||||1
UZ For|c|1916.25000000|||||0.70|15.317|53.869338|-25.739395||||||2447.20000|381.40000|-381.40000||||||0
VHS J125601.92-125723.9|b||||2620.00||0.07|11.018|194.008964|-12.956031||||||3559.69600|3082.95100|-572.09400|||12.70|1.00|-1.00|0
WASP-12|b|1.09142300|2454508.976100|0.1220000|6300.00|1.57|1.35|10.477|97.636640|29.672291|20.100|1.000|-1.000|||448.00000|32.00000|-312.00000||||||1
WASP-16|b|3.11860090|2454584.428780|0.0800000|5700.00|0.95|1.02|9.984|214.683032|-20.275484|11.300|0.930|-0.670|||272.00000|14.00000|-24.00000||||||1
WASP-2|b|2.15222600|||5200.00|0.84|0.89|10.166|307.725542|6.429536|12.005|0.897|-0.930|7.950000|155.000|290.80200|28.60300|-29.55700|0.13100|0.7240|166.00|30.00|-30.00|1
WASP-24|b|2.34121242|2455081.379410|0.1118000|6075.00|1.33|1.18|10.457|227.215586|2.343304|14.571|0.437|-0.426||145.200|340.38200|11.44100|-12.07700||0.6530||||1
WASP-29|b|3.92272700|2455320.234100|0.1108000|4800.00|0.81|0.82|9.353|357.879538|-39.906719|8.878|0.628|-0.392|||77.54700|6.35600|-6.35600|||70.00|||1
WASP-33|b|1.21986690|2454163.223730||7430.00|1.44|1.50|7.581|36.712746|37.550484|16.780|0.504|-0.504|3.787900|590.000|1303.00000|||0.10660|0.1550|116.14|12.62|-16.13|1
WASP-37|b|3.57746900|2455338.618800|0.1304000|5800.00|1.00|0.93|11.499|221.943987|1.064966|13.002|0.785|-0.673|||572.07000|54.02900|-54.02900|||343.00|36.00|-36.00|1
WASP-41|b|3.05240400|2456014.993600|0.1099000|5545.00|0.87|0.93|10.096|190.618736|-30.639870|13.227|0.336|-0.336||138.000|298.76020|15.89150|-15.89150||0.1000|180.00|60.00|-60.00|1
WASP-45|b|3.12608760|2455441.269250|0.0746000|5140.00|0.94|0.91|10.753|5.237497|-35.998260|13.002|3.138|-1.569|||320.04100|16.84400|-16.84400||||||1
WASP-49|b|2.78173870|2455580.594360|0.0883200|5600.00|0.98|0.94|10.146|91.089427|-16.965294|12.498|0.527|-0.527|||120.13500|8.58100|-8.58100|||170.00|20.00|-20.00|1
GJ 163|b|8.63100000|||3500.00||0.40|7.948|62.315273|-53.373699|||||6.220||||||14.97|0.44|-0.46|0
GJ 163|c|25.60000000|||3500.00||0.40|7.948|62.315273|-53.373699|||||3.070||||||14.97|0.44|-0.46|0
GJ 163|d|603.00000000|||3500.00||0.40|7.948|62.315273|-53.373699|||||3.820||||||14.97|0.44|-0.46|0
GJ 317|b|692.00000000|||3510.00||0.42|7.934|130.246730|-23.456289|||||75.200|794.50000|222.50000|-127.10000|||15.10|0.22|-0.22|0
GJ 433|b|7.37090000|||3600.00||0.48|6.471|173.862289|-32.539970|||||3.110||||||9.04|0.14|-0.15|0
GJ 436|b|2.64388312|2454510.801620|||0.46|0.47|6.900|175.546219|26.706570|4.170|0.168|-0.168|13.730000|17.090|22.10000|2.30000|-2.30000|0.08220|0.7360|10.23|0.23|-0.24|1
GJ 581|b|5.36860000||||0.29|0.31|6.706|229.861771|-7.722280|||||12.600||||||6.27|0.09|-0.09|0
GJ 581|c|12.91400000||||0.29|0.31|6.706|229.861771|-7.722280|||||3.300||||||6.27|0.09|-0.09|0
GJ 649|b|598.30000000|||3700.00||0.54|6.448|254.536880|25.744160|||||12.400||||||10.32|0.16|-0.16|0
GJ 667 C|b|7.20040000|||3350.00||0.33|6.848|259.745085|-34.996827|||||3.930||||||6.80|||0
GJ 667 C|c|28.14000000|||3350.00||0.33|6.848|259.745085|-34.996827|||||1.710||||||6.80|||0
GJ 667 C|f|39.02600000|||3350.00||0.33|6.848|259.745085|-34.996827|||||1.080||||||6.80|||0
GJ 667 C|g|256.20000000|||3350.00||0.33|6.848|259.745085|-34.996827|||||0.950||||||6.80|||0
GJ 676 A|b|1050.30000000|||||0.71|6.711|262.546692|-51.636978|||||117.420||||||16.13|0.46|-0.49|0
GJ 676 A|d|3.60000000|||||0.71|6.711|262.546692|-51.636978|||||2.300||||||16.13|0.46|-0.49|0
GJ 687|b|38.14000000|||3413.00|0.42|0.41|5.335|264.107910|68.339142|||||6.430||||||4.53|0.02|-0.02|0
GJ 832|c|35.68000000|||3472.00||0.45|5.349|323.391571|-49.009006|||||1.790||||||4.94|0.03|-0.03|0
GJ 849|b|1845.00000000|||||0.49|6.510|332.418121|-4.640729|||||24.400||||||8.77|0.16|-0.17|0
GJ 876|c|30.08810000|||||0.33|5.934|343.319733|-14.263700|||||88.340|226.98460|1.23950|-1.23950|||4.70|0.05|-0.05|0
GJ 876|d|1.93778000|||||0.33|5.934|343.319733|-14.263700|||||6.560|6.83000|0.40000|-0.40000|||4.70|0.05|-0.05|0
GJ 1214|b|1.58040482|2454980.748796|0.0366000|3170.00|0.18|0.16|9.750|258.828837|4.963920|2.270|0.080|-0.080|14.710000|12.200|6.43000|0.86000|-0.86000|0.11610|||||1
GJ 3021|b|133.71000000|||5540.00|0.90|0.90|5.366|4.052823|-79.851181|||||167.000||||||17.62|0.16|-0.17|0
GJ 3293|b|30.60000000|||3466.00|0.40|0.42|8.362|67.148820|-25.169301|||||9.600|||||||||0
GJ 3293|c|123.75000000|||3466.00|0.40|0.42|8.362|67.148820|-25.169301|||||6.400|||||||||0
GJ 3341|b|14.20700000|||3526.00|0.44|0.47|8.592|78.944663|-31.295951|||||3.040|||||||||0
GJ 3634|b|2.64561000||||0.43|0.45|8.361|164.646242|-31.143989|||||5.590|8.40000|4.00000|-1.50000|||19.80|0.60|-0.60|0
GSC 06214-00210|b||||4200.00||0.90|9.998|245.477780|-20.719202||||||5000.00000|300.00000|-300.00000|||145.00|14.00|-14.00|0
HD 106515 A|b|3630.00000000|||5362.00|1.62|0.97|6.585|183.777359|-7.257327|||||158.200||||||36.36|1.93|-2.16|0
HD 106906|b||||6516.00||1.50|6.946|184.471634|-55.975525||||||3496.00000|636.00000|-636.00000|||91.83|7.01|-8.27|0
HD 108147|b|10.89850000||||||6.007|186.442780|-64.022087|||||25.100||||||38.56|1.00|-1.05|0
HD 108341|b|1129.00000000|||5122.00|0.79|0.84|7.863|186.880798|-71.422974|||||144.000||||||49.40|||0
HD 108874|b|395.80000000||||||7.479|187.612015|22.879829|||||37.000||||||68.54|5.37|-6.37|0
HD 108874|c|1624.00000000||||||7.479|187.612015|22.879829|||||18.200||||||68.54|5.37|-6.37|0
HD 109246|b|68.27000000||||||7.570|188.029953|74.489548|||||38.200||||||65.62|3.16|-3.49|0
HD 109271|c|30.93000000|||5783.00||1.05|6.855|188.398148|-11.621868|||||4.900||||||56.92|2.89|-3.22|0
HD 109749|b|5.24000000|||5903.00|1.24|1.20|7.057|189.318237|-40.812115|||||28.300||||||59.03|5.98|-7.50|0
HD 111232|b|1143.00000000|||5494.00||0.78|6.328|192.215637|-68.425148|||||159.300||||||28.88|0.65|-0.68|0
HD 113538|b|663.20000000|||4462.00|0.53|0.58|6.438|196.239487|-52.442924|||||12.200||||||15.90|||0
HD 113538|c|1818.00000000|||4462.00|0.53|0.58|6.438|196.239487|-52.442924|||||22.600||||||15.90|||0
HD 114386|b|937.70000000|||4804.00||0.68|6.968|197.665924|-35.054783|||||34.300||||||28.04|1.00|-1.08|0
HD 114762|b|83.88800000||||||6.145|198.082260|17.517122|||||||||||40.57|2.24|-2.52|0
HD 114729|b|1114.00000000||||||5.559|198.184402|-31.873348|||||18.800||||||35.00|1.15|-1.23|0
HD 116029|b|670.00000000||||||6.144|200.164764|24.648699|||||36.600||||||110.62|10.82|-13.45|0
HD 117207|b|2597.00000000||||||6.034|202.337967|-35.570995|||||||||||33.01|0.97|-1.03|0
HD 118203|b|6.13350000||||||6.861|203.510574|53.728531|||||||||||88.57|6.00|-6.94|0
HD 120084|b|2082.00000000|||4892.00|9.12|2.39|4.091|205.663345|78.064438|||||53.000||||||97.66|4.46|-4.91|0
HD 121504|b|63.33000000|||6075.00||1.18|6.557|209.321823|-56.040043|||||||||||44.37|1.72|-1.87|0
HD 125612|b|559.40000000|||5900.00||1.09|7.179|215.222977|-17.481522|||||||||||52.83|3.64|-4.22|0
HD 125612|c|4.15470000|||5900.00||1.09|7.179|215.222977|-17.481522|||||||||||52.83|3.64|-4.22|0
HD 126614|b|1244.00000000|||5585.00|1.09|1.15|7.470|216.701172|-5.177780|||||||||||68.35|4.98|-5.83|0
HD 128311|b|453.01900000||||0.76|0.83|5.772|219.002335|9.746518|||||55.627|||||||||0
HD 128311|c|921.53800000||||0.76|0.83|5.772|219.002335|9.746518|||||74.799|1204.25787|293.67492|-137.30256||||||0
HD 129445|b|1840.00000000||||||7.531|221.512772|-68.762749|||||||||||67.61|4.80|-5.59|0
HD 130322|b|10.70871000|||5387.00|0.85|0.92|6.712|221.886368|-0.281476|||||112.500||||||29.76|1.28|-1.40|0
Kepler-216|b|7.69364100|2455009.501060|0.2104000|6091.00|1.26||12.956|293.728072|46.129154|2.350|0.460|-0.460|||||||0.7200||||1
Kepler-216|c|17.40666900|2455004.006070|0.2862000|6091.00|1.26||12.956|293.728072|46.129154|3.040|0.590|-0.590|||||||0.0900||||1
Kepler-217|b|5.37494300|2455003.933240|0.1671000|6171.00|1.80||12.319|293.037744|46.277508|2.230|0.320|-0.320|||||||0.0200||||1
Kepler-217|c|8.58600400|2454970.960960|0.1398000|6171.00|1.80||12.319|293.037744|46.277508|1.850|0.270|-0.270|||||||0.3700||||1
Kepler-218|b|3.61933700|2454968.438010|0.1256000|5502.00|1.06||12.732|295.412811|46.266472|1.480|0.120|-0.120|||||||0.0900||||1
Kepler-218|c|44.69957600|2455007.822350|0.2613000|5502.00|1.06||12.732|295.412811|46.266472|3.140|0.260|-0.260|||||||0.5200||||1
Kepler-219|b|4.58551200|2455002.856800|0.1363000|5786.00|1.49||12.678|288.738980|46.762558|2.950|0.490|-0.490|||||||0.0300||||1
Kepler-219|c|22.71461300|2454980.291080|0.2420000|5786.00|1.49||12.678|288.738980|46.762558|3.580|0.600|-0.600|||||||0.0100||||1
Kepler-219|d|47.90364500|2454974.982570|0.2383000|5786.00|1.49||12.678|288.738980|46.762558|2.810|0.480|-0.480|||||||0.0600||||1
Kepler-220|b|4.15980700|2454966.786460|0.0677000|4632.00|0.67||11.206|291.506237|46.895779|0.810|0.050|-0.050|||||||0.0900||||1
Kepler-220|c|9.03419900|2455004.014250|0.0619000|4632.00|0.67||11.206|291.506237|46.895779|1.570|0.090|-0.090|||||||0.0600||||1
Kepler-220|d|28.12239700|2454979.918830|0.1710000|4632.00|0.67||11.206|291.506237|46.895779|0.980|0.060|-0.060|||||||0.1400||||1
Kepler-220|e|45.90273300|2454999.562510|0.2120000|4632.00|0.67||11.206|291.506237|46.895779|1.330|0.120|-0.120|||||||0.5300||||1
Kepler-221|c|5.69058600|2455007.048650|0.1051000|5243.00|0.82|0.72|12.413|296.654765|46.835270|2.930|0.270|-0.270|||||||0.0400||||1
Kepler-221|d|10.04156000|2454970.084560|0.1054000|5243.00|0.82|0.72|12.413|296.654765|46.835270|2.730|0.250|-0.250|||||||0.3600||||1
Kepler-221|e|18.36991700|2454964.860480|0.0935000|5243.00|0.82|0.72|12.413|296.654765|46.835270|2.630|0.250|-0.250|||||||0.2600||||1
Kepler-222|b|3.93698100|2455002.650760|0.0762000|5433.00|0.87||13.717|287.906100|46.937767|3.160|1.400|-1.400|||||||0.5700||||1
Kepler-222|d|28.08191200|2455027.914040|0.1892000|5433.00|0.87||13.717|287.906100|46.937767|3.690|1.630|-1.630|||||||0.4400||||1
Kepler-223|b|7.38410800|2454970.486320|0.2257000|5829.00|1.02||14.095|298.318356|47.279495|1.690|0.730|-0.730|||||||0.0600||||1
Kepler-223|c|9.84818300|2454971.387480|0.2430000|5829.00|1.02||14.095|298.318356|47.279495|2.000|0.870|-0.870|||||||0.5700||||1
Kepler-223|e|19.72173400|2454968.103690|0.2425000|5829.00|1.02||14.095|298.318356|47.279495|2.400|1.040|-1.040|||||||0.1800||||1
